node,conceptualized_node,node_type
CVE-2025-41244、CVE-2025-41246,"vulnerability, flaw, patch, bug",entity
sailag,"user, participant, colleague",entity
正常連線至LM,"server, connection, network, online",entity
splunk憑證,"certificate, credential, token",entity
"更新geodb, 自動化封鎖清單異動儀表板建置 (進行中), 情資白名單新增 Cyble ASM IP","project, task, work, update, automation",entity
狀態,"condition, status, situation",entity
擴充授權量,"capacity, storage, allowance",entity
F5VPN特定使用者連線的紀錄(sas)報表,"report, log, record",entity
告警,"warning, alert, alarm, notification",entity
CVE-2025-11224,"vulnerability, flaw, bug, security issue",entity
[IP],"property, intellectual, asset",entity
FCB設定導致權限限制,"setting, configuration, restriction",entity
2025/11/26 13:30,"time, date, moment",entity
处理工程師,"engineer, worker, technician, specialist",entity
事項,"task, matter, item, thing, issue",entity
2025/12/31 13:30,"time, moment, date, day",entity
每2小時檢查一次,"interval, period, timing",entity
服务器,"server, machine, device, hardware",entity
狀況,"situation, condition, state",entity
B部门同事,"colleague, staff, worker",entity
時間,"time, period, duration",entity
B部门,"department, unit, section",entity
2025/12/02 09:00,"time, moment, hour",entity
2025/12/12 17:30,"date, time, occasion",entity
PA每月Block Category報表,"report, schedule, block category report",entity
172.18.44.31,"ip, address, network",entity
今日到場作業事項,"work, tasks, assignments",entity
375 GB,"storage, capacity, space",entity
新增/etc/hosts,"file, configuration, hosts, system, entry",entity
2025/12/09 13:30 至 2025/12/09 17:30,"time, period, duration",entity
<刪除資料庫中IOC>,"action, task, operation",entity
Asset and Identity,"priority, value, concept, identity",entity
2025/11/21 09:30 至 2025/11/21 17:00,"time, period, duration",entity
Tenable API App,"app, api, software, tool",entity
2027/12月,"date, month, year",entity
CVE-2023-3567,"vulnerability, weakness, defect",entity
客製发送套件,"customization, configuration, setting",entity
C人员,"person, staff, individual",entity
KPMG,"company, firm, organization, business, consultancy",entity
172.18.44.33(DEP02)主機,"host, server, machine, device",entity
底層查看缺少設備的原因,"原因, 检查, 设备",entity
2025/12/26 09:00 至 2025/12/26 10:30,"time, period, duration",entity
將SASE登入成功紀錄送至SOAR,"log, record, success, information",entity
workaround,"solution, method, bypass, alternative",entity
下周進行,"week, next week, schedule",entity
自动化程式,"program, script, automation",entity
維護紀錄,"record, documentation, maintenance",entity
Splunk平台維護案(06-11月)半年系統檢視_DM20250258_(1/2),"maintenance, system, inspection, platform, case",entity
2025/12/15 09:00 至 2025/12/15 18:00,"time, period, duration",entity
20GB,"storage, space, capacity",entity
Splunk駐點服務202510第四周(2025/10/20),"service, maintenance, support",entity
系统优化建议：根据说明定期检查,"action, check, maintenance",entity
2025/11/24 09:00 至 2025/11/24 17:30,"time, period, duration",entity
評估中,"评估, 审核, 检查",entity
套件,"package, suite, update",entity
告警盤點,"task, checklist, pending",entity
KVSTORE,"service, database, storage, system, state",entity
工程,"project, work, construction, design, development",entity
(ZTA) Splunk 2025 MA 12月定保.DM20250088_(8/12),"version, date, update",entity
KV store憑證,"credential, certificate, document",entity
DNS_TUNNELING_單一來源查詢不同網域數量與DNS查詢次數超標,"alert, warning, monitoring",entity
A人员,"worker, employee, staff",entity
因-threat object重複顯示,"upgrade, issue, problem",entity
報告及告警寄件人更新,"sender, updater, person, staff",entity
平均授權用量,"usage, allowance, quota",entity
Splunk駐點服務202511第二周(2025/11/11),"service, maintenance, support",entity
新資料,"data, information, log",entity
Splunk 驻點服務,"service, support, maintenance",entity
FWD02磁碟,"disk, magnetic disk, storage, data storage",entity
DC_ARP_table報表,"list, inventory, record",entity
admin角色,"role, permission, privilege, account, user_role",entity
重啟後,"restart, recovery, resumption",entity
/etc/cron.d/logrotate-syslog,"file, cronjob, configuration",entity
Tcpdump,"packet, data, network, tool, utility",entity
Centos作業系統升級,"system, linux, upgrade, operating system",entity
splunk自動version check,"feature, function, update",entity
本周工作項目,"work, tasks, items",entity
2025/03/14 09:00 至 2025/03/14 14:00,"time, period, interval",entity
已请james向FISAC提交,"submission, application, form, document",entity
DC_ARP報表語法檢查,"report, syntax, check, protocol",entity
geodb,"database, geographic, information",entity
NOT running,"stopped, inactive, halted",entity
B人员,"worker, employee, staff",entity
9.3.3 / 2025.02.26,"version, update, release",entity
Splunk bundle儲存量過大,"bundle, package, collection",entity
後續,"原因, 检查, 设备",entity
Splunk角色,"role, character, permission, privilege",entity
完成,"upgrade, update, improvement",entity
A客戶,"service, maintenance, support",entity
排程腳本,"schedule, planning, script, event, timing",entity
新crowdstrike套件,"device, software, tool",entity
Arcsight和Splunk,"software, tool, platform",entity
已完成修復,"修复, 完成, 回复",entity
202512第五周(2025/12/30),"week, period, timeframe",entity
3.系統優化建議,"suggestion, advice, optimization",entity
Splunk microsoft套件,"software, tool, suite, package",entity
(評估中),"system, upgrade, linux",entity
今日已完成Splunk版本升級,"upgrade, update, version",entity
底層 1,"network, layer, foundation",entity
pice_logs,"log, file, error, issue, problem",entity
Splunk版本,"version, update, software",entity
estreamer资料,"setting, schedule, configuration",entity
2025/11/11 13:30 至 2025/11/11 17:00,"maintenance, time, period",entity
重新安裝Splunk，設定FIPS mode=0,"installation, setup, configuration",entity
2025/10/13 13:30 至 2025/10/13 17:30,"time, duration, period",entity
完成本月維護作業,"任务, 维护, 作业",entity
版本更新,"update, version, release",entity
調查,"investigation, inquiry, examination",entity
PA每月報表,"report, document, statement",entity
突然爆增現象,"surge, increase, rise, spike",entity
Switch_6FDC.csv,"file, data, record, spreadsheet",entity
2025/12/04 13:30 至 2025/12/04 17:00,"time, period, maintenance, record, interval",entity
FCB設定,"task, setting, configuration",entity
splunk LDAP,"authentication, configuration, setup",entity
處理工程師工作,"job, work, position, occupation, role",entity
无具体部门,"task, item, todo",entity
james,"person, individual, submitter",entity
SPLUNK2024/09~2025/08的維護報告,"report, maintenance, document",entity
B部門,"department, section, division, unit",entity
bucket replication造成,"cloud, service, synchronization",entity
各台主機KV store憑證,"certificate, credential, document",entity
2025/12/24 17:00,"time, moment, date, occasion",entity
2025/11/26 13:30 至 2025/11/26 14:30,"time, period, duration",entity
NTP服務,"service, protocol, timekeeping",entity
解決問題,"task, issue, problem",entity
Splunk_11月維護,"maintenance, update, system, service, operation",entity
客制寄件套件设置,"settings, configuration, customization",entity
Splunk 2025 MA 12月定保.DM20250088_(8/12),"inspection, maintenance, checkup",entity
category栏位,"field, category, section, column",entity
索引至底層索引器,"indexer, layer, reference",entity
audit.log持續累積,"log, record, documentation",entity
Trendmicro host资料收容新增,"project, task, assignment",entity
自動化封鎖清單異動儀表板建置,"project, dashboard, automation, update, monitoring",entity
E客戶駐點工作事項,"work, task, assignment, duty",entity
101台UF已超过15分钟未与indexer连线,"device, connection, timeout",entity
PA報表寄信異常,"report, email, issue",entity
kvstore,"state, database, storage, system",entity
Splunk駐點服務202511第一周(2025/11/4),"work, service, support",entity
Splunk駐點服務202510第一周(2025/10/01),"service, support, maintenance, event, log",entity
2028/11,"date, time, period",entity
C人員的工作時間,"work, shift, schedule",entity
时间从2025/12/24 13:30 至 2025/12/24 20:00,"time, period, duration",entity
修改SASE VPN登入成功報表條件,"条件, 报告, 成功",entity
2025/11/07 15:00,"date, time, event",entity
Splunk駐點服務202512第一周(2025/12/2),"service, support, maintenance",entity
附件中列出的設備名稱,"equipment, device, item",entity
至IDX cluster節點,"node, point, server, machine",entity
10.0.2 / 2025.11.14,"version, update, release",entity
BTDC2,"problem, issue, matter, concern",entity
建议,"update, advice, suggestion",entity
資料收容,"data, information, storage, archive",entity
FWD03 底層資料,"data, information, layer",entity
H客戶,"record, maintenance, history",entity
PA每月报表触发的动作,"change, action, trigger",entity
弱點,"vulnerability, weakness, defect",entity
維護,"maintenance, protection, preservation",entity
工作內容,"任务, 工作, 职责",entity
處理時間,"time, duration, period",entity
SSH Server,"server, security, protocol, software",entity
2025/12/02 17:30,"date, time, occasion",entity
202511第四周,"week, period, timeframe",entity
授权用量,"quantity, amount, limit",entity
imsdb01,"setting, configuration, parameter",entity
網段,"network, segment, connection, data, pathway",entity
版本18.5.4,"version, update, system",entity
es_admin_user,"user, admin, permission, account",entity
Splunk,"software, tool, platform, data, analytics",entity
全數logclm UF,"limit, speed, rate, threshold",entity
AI網站服務紀錄調閱 (202508-202510),"record, service, website, data, retrieval",entity
Splunk角色問題,"role, permission, authorization, user, identity",entity
2025/12/18 09:00 至 2025/12/18 17:30,"time, duration, period",entity
log limit,"limit, threshold, cap",entity
本周工作項目如下: 1.更新GeoDB 2.<HTTPS大量傳輸告警>調整 排除m365網址，並新建立報表 <每日HTTP資料傳輸統計報表(m365): daily report> 單獨發送m365傳輸紀錄 3.FWD02 CPU及磁碟用量異常,"action, task, work, items",entity
pice_logs有缺少檔案的狀況 因為檔案中的log太過相似，splunk會自動判定為相同的log而不重複收容,"file, log, data, record, information",entity
B客户B部门,"server, department, team",entity
9.2.3,"version, update, release",entity
cyberark日志,"log, record, event",entity
2025/12/10 20:00,"time, date, event",entity
預計下次週四到場作業,"作业, 工作, 要务",entity
待處理,"api, connection, integration",entity
索引,"index, catalog, reference, search, listing",entity
H1,"device, equipment, hardware, component",entity
時間為2026/01/07 13:30 至 2026/01/07 17:30,"time, period, duration",entity
進行,"time, period, duration",entity
Splunk驻点服务202510第一周(2025/10/01),"service, support, maintenance, update",entity
2025/12/10 13:30,"date, time, event",entity
維護工作,"work, maintenance, job, task, duty",entity
18.5.2,"version, update, release",entity
Cyble ASM IP,"project, task, update, automation",entity
(下周進行),"transfer, next week, schedule",entity
補產出ARP_table報表給您(排程設定每月執行）,"task, duty, assignment",entity
A部门 1.Splunk角色能力异常问题解决措施,"issue, problem, resolution",entity
信用卡處,"department, office, unit",entity
2025/12/04 08:30 至 2025/12/04 09:00,"time, period, duration",entity
狀態描述,"status, condition, description",entity
2025/12/23 13:30 至 2025/12/23 17:30,"time, period, duration",entity
SH上,"stock, market, trading, investment",entity
Hank,"person, character, individual",entity
事件,"event, occurrence, happening",entity
es_admin_user與admin角色,"role, user, permission",entity
BTDC2 問題處理,"task, issue, matter, problem",entity
Splunk_12月维护,"maintenance, update, server, action",entity
各台主機KV store 憑證效期,"key_value_store, expiration, certificate, timeout, validity",entity
2025/11/07 17:00,"time, date, moment",entity
150 GB,"storage, space, capacity",entity
Checkpoint 資料,"checkpoint, confirmation, admission",entity
更新,"certificate, validation, authorization",entity
授权用量：建议扩充 -授权量：100GB -平均授权用量：132GB,"data, usage, limit",entity
Splunk SH,"event, anomaly, log_analysis",entity
9.3.8 / 2025.11.14,"date, time, period",entity
11/14 23:20後,"time, moment, period",entity
2025/11/24 11:30 至 2025/11/24 12:00,"maintenance, period, time slot",entity
2025/12/04 10:00 至 2025/12/04 10:30,"time, period, maintenance",entity
報告及告警,"report, alert, notification",entity
KGIBIDX04,"state, condition, status",entity
MG02磁碟空間,"disk, space, storage",entity
Search Head測試,"search, head, query, analysis, tool",entity
"src=""172.*"" 的事件","event, alert, warning",entity
es_admin_user角色,"user, role, permission, account",entity
Assets,"property, resource, wealth, asset",entity
Management.搜尋異常,"task, duty, obligation",entity
Splunk 10月維護報告,"report, maintenance, check, synchronization",entity
2025/11/25 09:30 至 2025/11/25 14:00,"time, period, duration",entity
DEP02 root服務,"status, task, queue",entity
2025/11/14 15:33,"time, date, moment",entity
2025/11/14 09:00,"time, moment, hour, maintenance, period",entity
F5VPN特定使用者連線的紀錄(sas),"log, record, connection, activity",entity
C客户,"service, support, operation",entity
Gitlab,"software, platform, tool, version, system",entity
AbuseIPDB可檢測情資並直接串接splunk,"data, information, log, report",entity
CVE-2023- 5178,"vulnerability, weakness, defect",entity
Splunk的最新版本,"software, version, update",entity
9.3.1,"version, release, update",entity
Splunk與UF當前版本： 9.3.8 / 2025.11.14 (EOS:2026.06.24),"version, release, edition",entity
处理,"handle, process, manage",entity
撈取,"information, intelligence, data",entity
checkpoint 資料收容,"limit, threshold, cap",entity
2025/12/02 12:00,"time, date, deadline",entity
A部門,"department, group, organization, unit",entity
更新geodb,"update, database, geodata",entity
正常,"state, condition, performance",entity
FCB,"agency, company, firm",entity
加入了大量稽核規則，且會將稽核日誌轉發到 /var/log/secure，導致estreamer資料量增加,"script, log, security, audit, rule, increase, data",entity
Gitlab漏洞修補 18.5.4 -> 18.5.5,"upgrade, update, fix, patch",entity
處理工程師為 A人員 進行維護,"maintenance, repair, service, engineering, operation",entity
11月月維護,"month, maintenance, period",entity
FWD02,"device, computer, system, hardware, machine",entity
現有設備清單,"equipment, facilities, inventory, list",entity
VMware Tools 漏洞修補,"vulnerability, patch, security, fix, maintenance",entity
8.0.6,"version, release, iteration",entity
ASA事件,"event, incident, log, report",entity
版本18.5.2,"version, release, update",entity
<F5VPN特定使用者連線的紀錄(ssp)>調整,"record, log, entry",entity
DLDK container,"container, box, vessel, module",entity
2025/11/06 10:00 至 2025/11/06 11:00,"time, period, duration",entity
客製寄件套件,"mail, package, shipment, delivery, tracking",entity
HTTPS大量传输告警,"alert, warning, security",entity
12/9執行,"date, time, moment",entity
2025/11/18 17:30,"time, datetime, moment",entity
比對結果,"file, comparison, result",entity
2025.11.14,"date, time, day",entity
Description,"info, detail, explanation",entity
logrotate,"script, tool, utility, program, automation",entity
查詢,"search, look up, inquiry",relation
結束時間,"end, finish, terminate",relation
待調整,"be, wait, adjust",relation
Splunk角色能力異常,"异常, 能力, 角色",relation
問題,"be part of, include, contain",relation
接受,"receive, get, obtain",relation
待办事项,"to do, task, item",relation
向FISAC提交需使用API的IP申請單,"submit, apply for, request access to",relation
調閱儀表板建置,"access, view, retrieve, inspect",relation
每周onsite,"on-site, weekly, present",relation
有狀態描述,"be in, have, possess",relation
並未開啟,"not applicable, fail to, refuse to",relation
進行處理,"handle, process, deal with",relation
变更,"change, modify, alter",relation
新增告警,"add, increase, trigger",relation
新增,"add to, include, incorporate",relation
於,"at, during, on",relation
當前版本,"be included in, contain, consist of",relation
建議擴充,"expand, broaden, augment",relation
開始時間,"start, begin, initiate",relation
實際,"real, actual, factual",relation
解決,"solve, resolve, address",relation
出現,"appear, show up, occur",relation
after,"follow, come next, occur later",relation
評估,"evaluate, assess, grade",relation
為,"be, serve as, function as",relation
為修補漏洞,"patch, repair, fix, supplement",relation
最新版本日期,"date, version, release date",relation
觸發,"trigger, initiate, cause",relation
資料狀態,"updated, available, recorded",relation
維護內容,"preserve, maintain, protect, conserve",relation
調整上限為 20480 KB/S,"limit to, cap at, set maximum for",relation
需要,"require, need, demand",relation
原因,"cause, reason, due to",relation
升級到,"upgrade to, advance to, move to",relation
發生於,"occur, happen, take place",relation
升級,"upgrade, improve, enhance, modernize",relation
目標,"goal, target, aim",relation
發出,"release, emit, give off",relation
結果,"result from, lead to, cause, generate",relation
狀態描述,"describe, state, characterize",relation
已更新,"be updated, get updated, update to",relation
as a result,"follow, lead to, result in",relation
動作,"move, act, operate",relation
转移,"move, change hands, transfer ownership",relation
被刪除,"remove, delete, erase",relation
可以查看郵件寄送狀態,"check, view, inspect, examine, look into",relation
將從原先<IPS高風險告警>中獨立出來,"separate out, break away from, detach",relation
當前版本日期,"be current, be up to date, reflect current date, indicate latest version",relation
操作,"execute, handle, perform, operate",relation
開通,"open, activate, connect",relation
有效期至,"expire by, last until, end at",relation
正常,"normal, standard, typical",relation
發生期間,"期间, 发生, 时间段, 阶段",relation
狀態,"be in, exist in, reside in",relation
寄送,"send, deliver, mail, dispatch",relation
重新執行排程時會出現error,"restart, reschedule, occur, error",relation
預期狀態,"expect, anticipate, forecast",relation
調閱了,"查阅, 查看, 检索, 查找",relation
原因為該UF已達到預設輸出上限 (256kb/s),"exceed, reach limit, hit cap",relation
重新調整,"adjust, revise, modify",relation
提交,"submit, hand in, report",relation
新增indexer,"add, include, insert",relation
工作事項,"task, duty, responsibility, item, matter",relation
属于,"be part of, belong to, fall under",relation
維護,"protect, maintain, preserve, uphold",relation
進行至,"advance to, progress to, move to",relation
目的,"goal, aim, intention",relation
是,"be, is, represents",relation
为,"be, is, represents",relation
建議進行,"propose, suggest, recommend",relation
停用,"stop, suspend, deactivate",relation
待辦事項,"待办, 在列, 需做, 未完成",relation
before,"happen earlier, precede, occur prior to",relation
進行了維護,"performed maintenance, carried out maintenance, conducted maintenance",relation
超出,"exceed, go beyond, transcend",relation
是伺服器效能,"provide service, offer performance, deliver efficiency",relation
調整權限為,"modify permissions, adjust settings, change access, set rights",relation
收容,"house, accommodate, harbor",relation
期間,"duration, time frame, period",relation
確認了,"verified, confirmed, checked",relation
后续将执行,"execute, carry out, implement",relation
是工作項目之一,"is a part of, is included in, is one of",relation
停用報表,"停用, 报废, 取消使用",relation
處置動作,"place, install, put",relation
處理時間,"handle, manage, process, deal with",relation
平均,"average, mean, midpoint",relation
待處理,"wait, be pending, be under processing",relation
與,"be associated with, be related to, connect with",relation
與...,"be associated with, be related to, connect with",relation
更換為,"replace, switch, change",relation
在時間段,"during, within, at",relation
是原版本受到的漏洞,"contain, suffer, have",relation
維護紀錄主題,"record keep, maintain, document",relation
監測是否有內部IP嘗試連線於dynamic domain(IP浮動),"monitor, check, verify, inspect",relation
是平均授權用量,"be average, have share, use quota",relation
進行工程,"carry out, implement, execute",relation
測試,"test, examine, check, try",relation
刪除,"remove, delete, erase",relation
at the same time,"simultaneously, coincide, concur",relation
刪除繼承,"remove, delete, cancel, dismiss",relation
期間為,"duration, time span, period",relation
為時間,"represent, measure, pass",relation
關於,"about, concern, regarding",relation
被掃出,"removed, expelled, excluded, dismissed",relation
評估中,"evaluate, assess, review",relation
暫時認定原因為,"state, reason for, cause, basis",relation
已確認,"confirmed, verified, validated",relation
下周進行,"take place, occur, happen",relation
執行,"carry out, implement, execute, perform",relation
檢查結果,"examine, test, verify, inspect",relation
需進行ES版本升級,"upgrade, update, version upgrade",relation
從,"follow, come from, derive from",relation
提交IP申請單給,"submit, apply for, provide, request",relation
從版本,"follow, derive, originate from",relation
駐點工作,"work at base, station, serve at post, duty at location",relation
監測是否设备连线至很少见的port,"check, monitor, verify, ensure",relation
處理異常,"handle, manage, deal with, process",relation
受到影響,"affected by, influenced by, impacted by",relation
確認,"check, confirm, verify, ensure",relation
執行者,"executor, performer, carrier, implementer",relation
過期,"expire, exceed, lapse",relation
作為,"be, serve as, act as",relation
已經恢復正常,"恢复正常, 回复, 恢复功能, 复原",relation
檢查,"inspect, examine, verify, check up on",relation
包含,"include, contain, consist of",relation
至,"reach, arrive at, get to",relation
because,"due to, result from, caused by",relation
審核與結案,"审查, 结案, 确认, 审批, 处理",relation
建议,"suggest, recommend, propose",relation
移除权限,"remove, revoke, eliminate, delete",relation
未看到封包,"missed, fail to receive, not get",relation
調整腳色權限為,"modify, adjust, set",relation
現象,"occur, happen, manifest",relation
進行處理工程,"handle, process, deal with, manage",relation
发生在,"occur, happen, take place",relation
最新版本,"update, revise, version",relation
於時間段,"during, in, within",relation
內容,"contain, include, comprise",relation
提交IP申請單,"apply for, submit, request, file",relation
includes,"contains, comprises, features",relation
是進行時間,"be in progress, ongoing, proceeding",relation
將進行,"carry out, perform, execute, implement",relation
部署,"deployed to, assigned to, stationed at",relation
is participated by,"participate, include, involve",relation
監控,"monitor, observe, track, supervise",relation
處理,"handle, manage, deal with, process, tackle",relation
进行,"carry out, conduct, perform",relation
升級至版本,"upgrade to, update to, version up",relation
效期檢查,"check expiration, validate, verify, inspect",relation
存在於,"exist in, be located in, reside in",relation
有維護紀錄,"record, maintain, document, keep, track",relation
是在,"be in, located in, reside in",relation
移轉時間,"transfer, change, shift",relation
時間,"time, duration, period",relation
進行,"carry out, proceed with, conduct",relation
用於,"serve, used for, applied to",relation
具有能力高於,"exceed, surpass, outperform",relation
FISAC資料收容,"contain, hold, store",relation
已產出,"produced, generated, yielded",relation
部屬,"serve, subordinate to, be under the command of",relation
對象,"target, object, subject",relation
串接,"connect, link, concatenate",relation
無法連線至,"无法, 连接, 错误",relation
漏洞,"contain, have, exist in",relation
完成,"finish, accomplish, complete",relation
是當前版本,"be part of, include, contain",relation
調整,"adjust, modify, regulate, change, tune",relation
包括,"contains, involves, comprises",relation
屬於,"be part of, belong to, fall under",relation
contains,"includes, holds, comprises",relation
有,"be, have, possess",relation
測試中,"under test, be tested, test run, test mode",relation
發生在,"occur in, happen in, take place in",relation
更新至,"update to, upgrade to, become version",relation
維護紀錄,"keep, maintain, record, preserve",relation
更新,"update, include, incorporate",relation
工具,"tool, instrument, device",relation
駐點工作事項,"work at base, duty, station, assignment, 任务",relation
進行了,"carry out, conducted, performed",relation
屬主,"owner, master, possessor",relation
記錄,"document, record, log",relation
遇到,"meet, encounter, run into",relation
caused by,"resulted from, led to, arose from",relation
缺少檔案,"lack, absence, missing",relation
发现,"find, discover, detect",relation
已使,"become, make, cause",relation
升級狀態為,"upgrade to, 升級为, 成为",relation
進行中,"in progress, ongoing, proceeding",relation
关系,"be related to, connect with, linked to",relation
發現DNS Datamodel src欄位異常,"find, discover, detect",relation
設定完成,"set, complete, finished",relation
撈取,"take, catch, obtain",relation
開始於,"start, begin, initiate",relation
修正,"adjust, correct, edit",relation
建議更新,"suggest, update, revise, amend",relation
用,"be included in, be part of, contain",relation
是最新版本,"is updated to, represents latest, version newest",relation
提交需使用API的IP申請單,"apply for, submit, request, use api, ip application",relation
採取,"adopt, choose, select, implement",relation
删除选项,"be part of, include, contain",relation
設定,"set, configure, define, establish",relation
確認為,"confirm, verify, 认定",relation
during,"happen in, occur in, take place in",relation
查詢不到,"not found, search for, look up",relation
處理了時間段,"managed, handled, dealt with",relation
是系統優化建議,"optimize system, suggest improvement, enhance function",relation
待修補,"修复, 补充, 修改",relation
移轉,"transfer, change hands, pass on",relation
状态描述为,"be described as, stated as, referred to as",relation
移除並重新產生新,"remove, regenerate, produce new",relation
對象為,"targeted at, aimed at, focused on",relation
時間段,"time span, duration, period",relation
加入,"join in, be part of, participate in",relation
導致,"lead to, result in, cause",relation
問題處理,"solve, handle, address, deal with",relation
是時間範圍,"is within, falls in, during, at",relation
升級至,"upgrade to, advance to, 升級为",relation
and,"connect, with, plus",relation
收到,"receive, get, obtain",relation
PA報表寄信異常-未完成,"submit, report, send, transmit",relation
原寄給,"originally addressed to, intended for, sent to",relation
工作項目,"task, item, duty, responsibility",relation
是進行中的工作項目之一,"is part of, belongs to, relates to",relation
IP修改為,"contain, update, revise, alter",relation
添加設定,"add, set, configure",relation
時間範圍,"时间范围, 时期, 时段, 期间",relation
補寄,"include, contain, contribute to",relation
建置中,"under construction, being set up, established",relation
修補,"repair, fix, mend, restore",relation
由於,"because, due to, owing to",relation
已驗證功能可使用,"available, usable, accessible",relation
移轉狀態為,"change to, transfer to, become",relation
有約40min延遲,"delayed by, had delay, lagged by",relation
出現異常,"occur, happen, arise",relation
待辦,"待办, 等待, 暫存",relation
建議,"suggest, recommend, propose",relation
描述了,"described, depicted, portrayed",relation
關閉,"close, shut down, terminate",relation
接收,"receive, get, obtain, acquire",relation
采取,"take, adopt, adopt, undertake",relation
擁有,"own, possess, have",relation
描述,"describe, depict, portray",relation
达到,"achieve, attain, reach",relation
时间段,"时间段, 时段, 持续时间, 期间",relation
查出原因,"find out, discover, identify",relation
已完成,"finish, complete, accomplish",relation
处理,"handle, manage, deal with",relation
